Country,Variable,ModelType,Score_RMSE
Lebanon,E_ConsumerPriceInflation,AutoReg3Lags,
Lebanon,E_ConsumerPriceInflation,Constant,
Lebanon,E_FemaleUnemployment,Linear,
Lebanon,E_FemaleUnemployment,Quadratic,
Lebanon,E_FemaleUnemployment,Cubic,
Lebanon,E_FemaleUnemployment,AutoReg1Lags,
Lebanon,E_FemaleUnemployment,AutoReg2Lags,
Lebanon,E_FemaleUnemployment,AutoReg3Lags,
Lebanon,E_FemaleUnemployment,Constant,
Lebanon,E_ImportsPctOfGDP,Linear,
Lebanon,E_ImportsPctOfGDP,Quadratic,
Lebanon,E_ImportsPctOfGDP,Cubic,
Lebanon,E_ImportsPctOfGDP,AutoReg1Lags,
Lebanon,E_ImportsPctOfGDP,AutoReg2Lags,
Lebanon,E_ImportsPctOfGDP,AutoReg3Lags,
Lebanon,E_ImportsPctOfGDP,Constant,
Lebanon,P_GovernmentEffectiveness,Linear,
Lebanon,P_GovernmentEffectiveness,Quadratic,
Lebanon,P_GovernmentEffectiveness,Cubic,
Lebanon,P_GovernmentEffectiveness,AutoReg1Lags,
Lebanon,P_GovernmentEffectiveness,AutoReg2Lags,
Lebanon,P_GovernmentEffectiveness,AutoReg3Lags,
Lebanon,P_GovernmentEffectiveness,Constant,
Lebanon,P_ControlOfCorruption,Linear,
Lebanon,P_ControlOfCorruption,Quadratic,
Lebanon,P_ControlOfCorruption,Cubic,
Lebanon,P_ControlOfCorruption,AutoReg1Lags,
Lebanon,P_ControlOfCorruption,AutoReg2Lags,
Lebanon,P_ControlOfCorruption,AutoReg3Lags,
Lebanon,P_ControlOfCorruption,Constant,
Lebanon,P_RuleOfLaw,Linear,
Lebanon,P_RuleOfLaw,Quadratic,
Lebanon,P_RuleOfLaw,Cubic,
Lebanon,P_RuleOfLaw,AutoReg1Lags,
Lebanon,P_RuleOfLaw,AutoReg2Lags,
Lebanon,P_RuleOfLaw,AutoReg3Lags,
Lebanon,P_RuleOfLaw,Constant,
Lebanon,P_CleanElectionsIndex,Linear,
Lebanon,P_CleanElectionsIndex,Quadratic,
Lebanon,P_CleanElectionsIndex,Cubic,
Lebanon,P_CleanElectionsIndex,AutoReg1Lags,
Lebanon,P_CleanElectionsIndex,AutoReg2Lags,
Lebanon,P_CleanElectionsIndex,AutoReg3Lags,
Lebanon,P_CleanElectionsIndex,Constant,
Lebanon,S_AccessToCleanFuelsPctOfTotal,Linear,
Lebanon,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Lebanon,S_AccessToCleanFuelsPctOfTotal,Cubic,
Lebanon,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Lebanon,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Lebanon,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Lebanon,S_AccessToCleanFuelsPctOfTotal,Constant,
Lebanon,S_UrbanPopPctOfTotal,Linear,
Lebanon,S_UrbanPopPctOfTotal,Quadratic,
Lebanon,S_UrbanPopPctOfTotal,Cubic,
Lebanon,S_UrbanPopPctOfTotal,AutoReg1Lags,
Lebanon,S_UrbanPopPctOfTotal,AutoReg2Lags,
Lebanon,S_UrbanPopPctOfTotal,AutoReg3Lags,
Lebanon,S_UrbanPopPctOfTotal,Constant,
Lebanon,S_AccessToElectricityPctOfTotal,Linear,
Lebanon,S_AccessToElectricityPctOfTotal,Quadratic,
Lebanon,S_AccessToElectricityPctOfTotal,Cubic,
Lebanon,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Lebanon,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Lebanon,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Lebanon,S_AccessToElectricityPctOfTotal,Constant,
Lebanon,S_UpperSecEduPctOfTotal,Linear,
Lebanon,S_UpperSecEduPctOfTotal,Quadratic,
Lebanon,S_UpperSecEduPctOfTotal,Cubic,
Lebanon,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Lebanon,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Lebanon,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Lebanon,S_UpperSecEduPctOfTotal,Constant,
Lebanon,S_CompulsoryEducationYears,Linear,
Lebanon,S_CompulsoryEducationYears,Quadratic,
Lebanon,S_CompulsoryEducationYears,Cubic,
Lebanon,S_CompulsoryEducationYears,AutoReg1Lags,
Lebanon,S_CompulsoryEducationYears,AutoReg2Lags,
Lebanon,S_CompulsoryEducationYears,AutoReg3Lags,
Lebanon,S_CompulsoryEducationYears,Constant,
Lebanon,S_LaborParticipRateFemale,Linear,
Lebanon,S_LaborParticipRateFemale,Quadratic,
Lebanon,S_LaborParticipRateFemale,Cubic,
Lebanon,S_LaborParticipRateFemale,AutoReg1Lags,
Lebanon,S_LaborParticipRateFemale,AutoReg2Lags,
Lebanon,S_LaborParticipRateFemale,AutoReg3Lags,
Lebanon,S_LaborParticipRateFemale,Constant,
Lebanon,S_PopulationAged14OrLess,Linear,
Lebanon,S_PopulationAged14OrLess,Quadratic,
Lebanon,S_PopulationAged14OrLess,Cubic,
Lebanon,S_PopulationAged14OrLess,AutoReg1Lags,
Lebanon,S_PopulationAged14OrLess,AutoReg2Lags,
Lebanon,S_PopulationAged14OrLess,AutoReg3Lags,
Lebanon,S_PopulationAged14OrLess,Constant,
Lebanon,V_CO2PerCapita,Linear,
Lebanon,V_CO2PerCapita,Quadratic,
Lebanon,V_CO2PerCapita,Cubic,
Lebanon,V_CO2PerCapita,AutoReg1Lags,
Lebanon,V_CO2PerCapita,AutoReg2Lags,
Lebanon,V_CO2PerCapita,AutoReg3Lags,
Lebanon,V_CO2PerCapita,Constant,
Lebanon,V_FertilizerUseKgPerHectare,Linear,
Lebanon,V_FertilizerUseKgPerHectare,Quadratic,
Lebanon,V_FertilizerUseKgPerHectare,Cubic,
Lebanon,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Lebanon,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Lebanon,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Lebanon,V_FertilizerUseKgPerHectare,Constant,
Lebanon,V_AgriculturalLandPctOfTotal,Linear,
Lebanon,V_AgriculturalLandPctOfTotal,Quadratic,
Lebanon,V_AgriculturalLandPctOfTotal,Cubic,
Lebanon,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Lebanon,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Lebanon,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Lebanon,V_AgriculturalLandPctOfTotal,Constant,
Lebanon,V_ForestAreaPctOfTotal,Linear,
Lebanon,V_ForestAreaPctOfTotal,Quadratic,
Lebanon,V_ForestAreaPctOfTotal,Cubic,
Lebanon,V_ForestAreaPctOfTotal,AutoReg1Lags,
Lebanon,V_ForestAreaPctOfTotal,AutoReg2Lags,
Lebanon,V_ForestAreaPctOfTotal,AutoReg3Lags,
Lebanon,V_ForestAreaPctOfTotal,Constant,
Lebanon,H_AirPollutionMeanExpPctOfPop,Linear,
Lebanon,H_AirPollutionMeanExpPctOfPop,Quadratic,
Lebanon,H_AirPollutionMeanExpPctOfPop,Cubic,
Lebanon,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Lebanon,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Lebanon,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Lebanon,H_AirPollutionMeanExpPctOfPop,Constant,
Lebanon,H_TotalSuicideRate,Linear,
Lebanon,H_TotalSuicideRate,Quadratic,
Lebanon,H_TotalSuicideRate,Cubic,
Lebanon,H_TotalSuicideRate,AutoReg1Lags,
Lebanon,H_TotalSuicideRate,AutoReg2Lags,
Lebanon,H_TotalSuicideRate,AutoReg3Lags,
Lebanon,H_TotalSuicideRate,Constant,
Lesotho,E_GDPPerCapitaConstant,Linear,
Lesotho,E_GDPPerCapitaConstant,Quadratic,
Lesotho,E_GDPPerCapitaConstant,Cubic,
Lesotho,E_GDPPerCapitaConstant,AutoReg1Lags,
Lesotho,E_GDPPerCapitaConstant,AutoReg2Lags,
Lesotho,E_GDPPerCapitaConstant,AutoReg3Lags,
Lesotho,E_GDPPerCapitaConstant,Constant,
Lesotho,E_PovertyGap685Headcount,Linear,
Lesotho,E_PovertyGap685Headcount,Quadratic,
Lesotho,E_PovertyGap685Headcount,Cubic,
Lesotho,E_PovertyGap685Headcount,AutoReg1Lags,
Lesotho,E_PovertyGap685Headcount,AutoReg2Lags,
Lesotho,E_PovertyGap685Headcount,AutoReg3Lags,
Lesotho,E_PovertyGap685Headcount,Constant,
Lesotho,E_HealthExpenditurePerCapita,Linear,
Lesotho,E_HealthExpenditurePerCapita,Quadratic,
Lesotho,E_HealthExpenditurePerCapita,Cubic,
Lesotho,E_HealthExpenditurePerCapita,AutoReg1Lags,
Lesotho,E_HealthExpenditurePerCapita,AutoReg2Lags,
Lesotho,E_HealthExpenditurePerCapita,AutoReg3Lags,
Lesotho,E_HealthExpenditurePerCapita,Constant,
Lesotho,E_ExportsPctOfGDP,Linear,
Lesotho,E_ExportsPctOfGDP,Quadratic,
Lesotho,E_ExportsPctOfGDP,Cubic,
Lesotho,E_ExportsPctOfGDP,AutoReg1Lags,
Lesotho,E_ExportsPctOfGDP,AutoReg2Lags,
Lesotho,E_ExportsPctOfGDP,AutoReg3Lags,
Lesotho,E_ExportsPctOfGDP,Constant,
Lesotho,E_GiniIndex,Linear,
Lesotho,E_GiniIndex,Quadratic,
Lesotho,E_GiniIndex,Cubic,
Lesotho,E_GiniIndex,AutoReg1Lags,
Lesotho,E_GiniIndex,AutoReg2Lags,
Lesotho,E_GiniIndex,AutoReg3Lags,
Lesotho,E_GiniIndex,Constant,
Lesotho,E_EducationExpenditurePctOfGDP,Linear,
Lesotho,E_EducationExpenditurePctOfGDP,Quadratic,
Lesotho,E_EducationExpenditurePctOfGDP,Cubic,
Lesotho,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Lesotho,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Lesotho,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Lesotho,E_EducationExpenditurePctOfGDP,Constant,
Lesotho,E_LaborTaxPctOfProfits,Linear,
Lesotho,E_LaborTaxPctOfProfits,Quadratic,
Lesotho,E_LaborTaxPctOfProfits,Cubic,
Lesotho,E_LaborTaxPctOfProfits,AutoReg1Lags,
Lesotho,E_LaborTaxPctOfProfits,AutoReg2Lags,
Lesotho,E_LaborTaxPctOfProfits,AutoReg3Lags,
Lesotho,E_LaborTaxPctOfProfits,Constant,
Lesotho,E_ConsumerPriceInflation,Linear,
Lesotho,E_ConsumerPriceInflation,Quadratic,
Lesotho,E_ConsumerPriceInflation,Cubic,
Lesotho,E_ConsumerPriceInflation,AutoReg1Lags,
Lesotho,E_ConsumerPriceInflation,AutoReg2Lags,
Lesotho,E_ConsumerPriceInflation,AutoReg3Lags,
Lesotho,E_ConsumerPriceInflation,Constant,
Lesotho,E_FemaleUnemployment,Linear,
Lesotho,E_FemaleUnemployment,Quadratic,
Lesotho,E_FemaleUnemployment,Cubic,
Lesotho,E_FemaleUnemployment,AutoReg1Lags,
Lesotho,E_FemaleUnemployment,AutoReg2Lags,
Lesotho,E_FemaleUnemployment,AutoReg3Lags,
Lesotho,E_FemaleUnemployment,Constant,
Lesotho,E_ImportsPctOfGDP,Linear,
Lesotho,E_ImportsPctOfGDP,Quadratic,
Lesotho,E_ImportsPctOfGDP,Cubic,
Lesotho,E_ImportsPctOfGDP,AutoReg1Lags,
Lesotho,E_ImportsPctOfGDP,AutoReg2Lags,
Lesotho,E_ImportsPctOfGDP,AutoReg3Lags,
Lesotho,E_ImportsPctOfGDP,Constant,
Lesotho,P_GovernmentEffectiveness,Linear,
Lesotho,P_GovernmentEffectiveness,Quadratic,
Lesotho,P_GovernmentEffectiveness,Cubic,
Lesotho,P_GovernmentEffectiveness,AutoReg1Lags,
Lesotho,P_GovernmentEffectiveness,AutoReg2Lags,
Lesotho,P_GovernmentEffectiveness,AutoReg3Lags,
Lesotho,P_GovernmentEffectiveness,Constant,
Lesotho,P_ControlOfCorruption,Linear,
Lesotho,P_ControlOfCorruption,Quadratic,
Lesotho,P_ControlOfCorruption,Cubic,
Lesotho,P_ControlOfCorruption,AutoReg1Lags,
Lesotho,P_ControlOfCorruption,AutoReg2Lags,
Lesotho,P_ControlOfCorruption,AutoReg3Lags,
Lesotho,P_ControlOfCorruption,Constant,
Lesotho,P_RuleOfLaw,Linear,
Lesotho,P_RuleOfLaw,Quadratic,
Lesotho,P_RuleOfLaw,Cubic,
Lesotho,P_RuleOfLaw,AutoReg1Lags,
Lesotho,P_RuleOfLaw,AutoReg2Lags,
Lesotho,P_RuleOfLaw,AutoReg3Lags,
Lesotho,P_RuleOfLaw,Constant,
Lesotho,P_CleanElectionsIndex,Linear,
Lesotho,P_CleanElectionsIndex,Quadratic,
Lesotho,P_CleanElectionsIndex,Cubic,
Lesotho,P_CleanElectionsIndex,AutoReg1Lags,
Lesotho,P_CleanElectionsIndex,AutoReg2Lags,
Lesotho,P_CleanElectionsIndex,AutoReg3Lags,
Lesotho,P_CleanElectionsIndex,Constant,
Lesotho,S_AccessToCleanFuelsPctOfTotal,Linear,
Lesotho,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Lesotho,S_AccessToCleanFuelsPctOfTotal,Cubic,
Lesotho,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Lesotho,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Lesotho,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Lesotho,S_AccessToCleanFuelsPctOfTotal,Constant,
Lesotho,S_UrbanPopPctOfTotal,Linear,
Lesotho,S_UrbanPopPctOfTotal,Quadratic,
Lesotho,S_UrbanPopPctOfTotal,Cubic,
Lesotho,S_UrbanPopPctOfTotal,AutoReg1Lags,
Lesotho,S_UrbanPopPctOfTotal,AutoReg2Lags,
Lesotho,S_UrbanPopPctOfTotal,AutoReg3Lags,
Lesotho,S_UrbanPopPctOfTotal,Constant,
Lesotho,S_AccessToElectricityPctOfTotal,Linear,
Lesotho,S_AccessToElectricityPctOfTotal,Quadratic,
Lesotho,S_AccessToElectricityPctOfTotal,Cubic,
Lesotho,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Lesotho,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Lesotho,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Lesotho,S_AccessToElectricityPctOfTotal,Constant,
Lesotho,S_UpperSecEduPctOfTotal,Linear,
Lesotho,S_UpperSecEduPctOfTotal,Quadratic,
Lesotho,S_UpperSecEduPctOfTotal,Cubic,
Lesotho,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Lesotho,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Lesotho,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Lesotho,S_UpperSecEduPctOfTotal,Constant,
Lesotho,S_CompulsoryEducationYears,Linear,
Lesotho,S_CompulsoryEducationYears,Quadratic,
Lesotho,S_CompulsoryEducationYears,Cubic,
Lesotho,S_CompulsoryEducationYears,AutoReg1Lags,
Lesotho,S_CompulsoryEducationYears,AutoReg2Lags,
Lesotho,S_CompulsoryEducationYears,AutoReg3Lags,
Lesotho,S_CompulsoryEducationYears,Constant,
Lesotho,S_LaborParticipRateFemale,Linear,
Lesotho,S_LaborParticipRateFemale,Quadratic,
Lesotho,S_LaborParticipRateFemale,Cubic,
Lesotho,S_LaborParticipRateFemale,AutoReg1Lags,
Lesotho,S_LaborParticipRateFemale,AutoReg2Lags,
Lesotho,S_LaborParticipRateFemale,AutoReg3Lags,
Lesotho,S_LaborParticipRateFemale,Constant,
Lesotho,S_PopulationAged14OrLess,Linear,
Lesotho,S_PopulationAged14OrLess,Quadratic,
Lesotho,S_PopulationAged14OrLess,Cubic,
Lesotho,S_PopulationAged14OrLess,AutoReg1Lags,
Lesotho,S_PopulationAged14OrLess,AutoReg2Lags,
Lesotho,S_PopulationAged14OrLess,AutoReg3Lags,
Lesotho,S_PopulationAged14OrLess,Constant,
Lesotho,V_CO2PerCapita,Linear,
Lesotho,V_CO2PerCapita,Quadratic,
Lesotho,V_CO2PerCapita,Cubic,
Lesotho,V_CO2PerCapita,AutoReg1Lags,
Lesotho,V_CO2PerCapita,AutoReg2Lags,
Lesotho,V_CO2PerCapita,AutoReg3Lags,
Lesotho,V_CO2PerCapita,Constant,
Lesotho,V_FertilizerUseKgPerHectare,Linear,
Lesotho,V_FertilizerUseKgPerHectare,Quadratic,
Lesotho,V_FertilizerUseKgPerHectare,Cubic,
Lesotho,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Lesotho,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Lesotho,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Lesotho,V_FertilizerUseKgPerHectare,Constant,
Lesotho,V_AgriculturalLandPctOfTotal,Linear,
Lesotho,V_AgriculturalLandPctOfTotal,Quadratic,
Lesotho,V_AgriculturalLandPctOfTotal,Cubic,
Lesotho,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Lesotho,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Lesotho,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
Lesotho,V_AgriculturalLandPctOfTotal,Constant,
Lesotho,V_ForestAreaPctOfTotal,Linear,
Lesotho,V_ForestAreaPctOfTotal,Quadratic,
Lesotho,V_ForestAreaPctOfTotal,Cubic,
Lesotho,V_ForestAreaPctOfTotal,AutoReg1Lags,
Lesotho,V_ForestAreaPctOfTotal,AutoReg2Lags,
Lesotho,V_ForestAreaPctOfTotal,AutoReg3Lags,
Lesotho,V_ForestAreaPctOfTotal,Constant,
Lesotho,H_AirPollutionMeanExpPctOfPop,Linear,
Lesotho,H_AirPollutionMeanExpPctOfPop,Quadratic,
Lesotho,H_AirPollutionMeanExpPctOfPop,Cubic,
Lesotho,H_AirPollutionMeanExpPctOfPop,AutoReg1Lags,
Lesotho,H_AirPollutionMeanExpPctOfPop,AutoReg2Lags,
Lesotho,H_AirPollutionMeanExpPctOfPop,AutoReg3Lags,
Lesotho,H_AirPollutionMeanExpPctOfPop,Constant,
Lesotho,H_TotalSuicideRate,Linear,
Lesotho,H_TotalSuicideRate,Quadratic,
Lesotho,H_TotalSuicideRate,Cubic,
Lesotho,H_TotalSuicideRate,AutoReg1Lags,
Lesotho,H_TotalSuicideRate,AutoReg2Lags,
Lesotho,H_TotalSuicideRate,AutoReg3Lags,
Lesotho,H_TotalSuicideRate,Constant,
Liberia,E_GDPPerCapitaConstant,Linear,
Liberia,E_GDPPerCapitaConstant,Quadratic,
Liberia,E_GDPPerCapitaConstant,Cubic,
Liberia,E_GDPPerCapitaConstant,AutoReg1Lags,
Liberia,E_GDPPerCapitaConstant,AutoReg2Lags,
Liberia,E_GDPPerCapitaConstant,AutoReg3Lags,
Liberia,E_GDPPerCapitaConstant,Constant,
Liberia,E_PovertyGap685Headcount,Linear,
Liberia,E_PovertyGap685Headcount,Quadratic,
Liberia,E_PovertyGap685Headcount,Cubic,
Liberia,E_PovertyGap685Headcount,AutoReg1Lags,
Liberia,E_PovertyGap685Headcount,AutoReg2Lags,
Liberia,E_PovertyGap685Headcount,AutoReg3Lags,
Liberia,E_PovertyGap685Headcount,Constant,
Liberia,E_HealthExpenditurePerCapita,Linear,
Liberia,E_HealthExpenditurePerCapita,Quadratic,
Liberia,E_HealthExpenditurePerCapita,Cubic,
Liberia,E_HealthExpenditurePerCapita,AutoReg1Lags,
Liberia,E_HealthExpenditurePerCapita,AutoReg2Lags,
Liberia,E_HealthExpenditurePerCapita,AutoReg3Lags,
Liberia,E_HealthExpenditurePerCapita,Constant,
Liberia,E_ExportsPctOfGDP,Linear,
Liberia,E_ExportsPctOfGDP,Quadratic,
Liberia,E_ExportsPctOfGDP,Cubic,
Liberia,E_ExportsPctOfGDP,AutoReg1Lags,
Liberia,E_ExportsPctOfGDP,AutoReg2Lags,
Liberia,E_ExportsPctOfGDP,AutoReg3Lags,
Liberia,E_ExportsPctOfGDP,Constant,
Liberia,E_GiniIndex,Linear,
Liberia,E_GiniIndex,Quadratic,
Liberia,E_GiniIndex,Cubic,
Liberia,E_GiniIndex,AutoReg1Lags,
Liberia,E_GiniIndex,AutoReg2Lags,
Liberia,E_GiniIndex,AutoReg3Lags,
Liberia,E_GiniIndex,Constant,
Liberia,E_EducationExpenditurePctOfGDP,Linear,
Liberia,E_EducationExpenditurePctOfGDP,Quadratic,
Liberia,E_EducationExpenditurePctOfGDP,Cubic,
Liberia,E_EducationExpenditurePctOfGDP,AutoReg1Lags,
Liberia,E_EducationExpenditurePctOfGDP,AutoReg2Lags,
Liberia,E_EducationExpenditurePctOfGDP,AutoReg3Lags,
Liberia,E_EducationExpenditurePctOfGDP,Constant,
Liberia,E_LaborTaxPctOfProfits,Linear,
Liberia,E_LaborTaxPctOfProfits,Quadratic,
Liberia,E_LaborTaxPctOfProfits,Cubic,
Liberia,E_LaborTaxPctOfProfits,AutoReg1Lags,
Liberia,E_LaborTaxPctOfProfits,AutoReg2Lags,
Liberia,E_LaborTaxPctOfProfits,AutoReg3Lags,
Liberia,E_LaborTaxPctOfProfits,Constant,
Liberia,E_ConsumerPriceInflation,Linear,
Liberia,E_ConsumerPriceInflation,Quadratic,
Liberia,E_ConsumerPriceInflation,Cubic,
Liberia,E_ConsumerPriceInflation,AutoReg1Lags,
Liberia,E_ConsumerPriceInflation,AutoReg2Lags,
Liberia,E_ConsumerPriceInflation,AutoReg3Lags,
Liberia,E_ConsumerPriceInflation,Constant,
Liberia,E_FemaleUnemployment,Linear,
Liberia,E_FemaleUnemployment,Quadratic,
Liberia,E_FemaleUnemployment,Cubic,
Liberia,E_FemaleUnemployment,AutoReg1Lags,
Liberia,E_FemaleUnemployment,AutoReg2Lags,
Liberia,E_FemaleUnemployment,AutoReg3Lags,
Liberia,E_FemaleUnemployment,Constant,
Liberia,E_ImportsPctOfGDP,Linear,
Liberia,E_ImportsPctOfGDP,Quadratic,
Liberia,E_ImportsPctOfGDP,Cubic,
Liberia,E_ImportsPctOfGDP,AutoReg1Lags,
Liberia,E_ImportsPctOfGDP,AutoReg2Lags,
Liberia,E_ImportsPctOfGDP,AutoReg3Lags,
Liberia,E_ImportsPctOfGDP,Constant,
Liberia,P_GovernmentEffectiveness,Linear,
Liberia,P_GovernmentEffectiveness,Quadratic,
Liberia,P_GovernmentEffectiveness,Cubic,
Liberia,P_GovernmentEffectiveness,AutoReg1Lags,
Liberia,P_GovernmentEffectiveness,AutoReg2Lags,
Liberia,P_GovernmentEffectiveness,AutoReg3Lags,
Liberia,P_GovernmentEffectiveness,Constant,
Liberia,P_ControlOfCorruption,Linear,
Liberia,P_ControlOfCorruption,Quadratic,
Liberia,P_ControlOfCorruption,Cubic,
Liberia,P_ControlOfCorruption,AutoReg1Lags,
Liberia,P_ControlOfCorruption,AutoReg2Lags,
Liberia,P_ControlOfCorruption,AutoReg3Lags,
Liberia,P_ControlOfCorruption,Constant,
Liberia,P_RuleOfLaw,Linear,
Liberia,P_RuleOfLaw,Quadratic,
Liberia,P_RuleOfLaw,Cubic,
Liberia,P_RuleOfLaw,AutoReg1Lags,
Liberia,P_RuleOfLaw,AutoReg2Lags,
Liberia,P_RuleOfLaw,AutoReg3Lags,
Liberia,P_RuleOfLaw,Constant,
Liberia,P_CleanElectionsIndex,Linear,
Liberia,P_CleanElectionsIndex,Quadratic,
Liberia,P_CleanElectionsIndex,Cubic,
Liberia,P_CleanElectionsIndex,AutoReg1Lags,
Liberia,P_CleanElectionsIndex,AutoReg2Lags,
Liberia,P_CleanElectionsIndex,AutoReg3Lags,
Liberia,P_CleanElectionsIndex,Constant,
Liberia,S_AccessToCleanFuelsPctOfTotal,Linear,
Liberia,S_AccessToCleanFuelsPctOfTotal,Quadratic,
Liberia,S_AccessToCleanFuelsPctOfTotal,Cubic,
Liberia,S_AccessToCleanFuelsPctOfTotal,AutoReg1Lags,
Liberia,S_AccessToCleanFuelsPctOfTotal,AutoReg2Lags,
Liberia,S_AccessToCleanFuelsPctOfTotal,AutoReg3Lags,
Liberia,S_AccessToCleanFuelsPctOfTotal,Constant,
Liberia,S_UrbanPopPctOfTotal,Linear,
Liberia,S_UrbanPopPctOfTotal,Quadratic,
Liberia,S_UrbanPopPctOfTotal,Cubic,
Liberia,S_UrbanPopPctOfTotal,AutoReg1Lags,
Liberia,S_UrbanPopPctOfTotal,AutoReg2Lags,
Liberia,S_UrbanPopPctOfTotal,AutoReg3Lags,
Liberia,S_UrbanPopPctOfTotal,Constant,
Liberia,S_AccessToElectricityPctOfTotal,Linear,
Liberia,S_AccessToElectricityPctOfTotal,Quadratic,
Liberia,S_AccessToElectricityPctOfTotal,Cubic,
Liberia,S_AccessToElectricityPctOfTotal,AutoReg1Lags,
Liberia,S_AccessToElectricityPctOfTotal,AutoReg2Lags,
Liberia,S_AccessToElectricityPctOfTotal,AutoReg3Lags,
Liberia,S_AccessToElectricityPctOfTotal,Constant,
Liberia,S_UpperSecEduPctOfTotal,Linear,
Liberia,S_UpperSecEduPctOfTotal,Quadratic,
Liberia,S_UpperSecEduPctOfTotal,Cubic,
Liberia,S_UpperSecEduPctOfTotal,AutoReg1Lags,
Liberia,S_UpperSecEduPctOfTotal,AutoReg2Lags,
Liberia,S_UpperSecEduPctOfTotal,AutoReg3Lags,
Liberia,S_UpperSecEduPctOfTotal,Constant,
Liberia,S_CompulsoryEducationYears,Linear,
Liberia,S_CompulsoryEducationYears,Quadratic,
Liberia,S_CompulsoryEducationYears,Cubic,
Liberia,S_CompulsoryEducationYears,AutoReg1Lags,
Liberia,S_CompulsoryEducationYears,AutoReg2Lags,
Liberia,S_CompulsoryEducationYears,AutoReg3Lags,
Liberia,S_CompulsoryEducationYears,Constant,
Liberia,S_LaborParticipRateFemale,Linear,
Liberia,S_LaborParticipRateFemale,Quadratic,
Liberia,S_LaborParticipRateFemale,Cubic,
Liberia,S_LaborParticipRateFemale,AutoReg1Lags,
Liberia,S_LaborParticipRateFemale,AutoReg2Lags,
Liberia,S_LaborParticipRateFemale,AutoReg3Lags,
Liberia,S_LaborParticipRateFemale,Constant,
Liberia,S_PopulationAged14OrLess,Linear,
Liberia,S_PopulationAged14OrLess,Quadratic,
Liberia,S_PopulationAged14OrLess,Cubic,
Liberia,S_PopulationAged14OrLess,AutoReg1Lags,
Liberia,S_PopulationAged14OrLess,AutoReg2Lags,
Liberia,S_PopulationAged14OrLess,AutoReg3Lags,
Liberia,S_PopulationAged14OrLess,Constant,
Liberia,V_CO2PerCapita,Linear,
Liberia,V_CO2PerCapita,Quadratic,
Liberia,V_CO2PerCapita,Cubic,
Liberia,V_CO2PerCapita,AutoReg1Lags,
Liberia,V_CO2PerCapita,AutoReg2Lags,
Liberia,V_CO2PerCapita,AutoReg3Lags,
Liberia,V_CO2PerCapita,Constant,
Liberia,V_FertilizerUseKgPerHectare,Linear,
Liberia,V_FertilizerUseKgPerHectare,Quadratic,
Liberia,V_FertilizerUseKgPerHectare,Cubic,
Liberia,V_FertilizerUseKgPerHectare,AutoReg1Lags,
Liberia,V_FertilizerUseKgPerHectare,AutoReg2Lags,
Liberia,V_FertilizerUseKgPerHectare,AutoReg3Lags,
Liberia,V_FertilizerUseKgPerHectare,Constant,
Liberia,V_AgriculturalLandPctOfTotal,Linear,
Liberia,V_AgriculturalLandPctOfTotal,Quadratic,
Liberia,V_AgriculturalLandPctOfTotal,Cubic,
Liberia,V_AgriculturalLandPctOfTotal,AutoReg1Lags,
Liberia,V_AgriculturalLandPctOfTotal,AutoReg2Lags,
Liberia,V_AgriculturalLandPctOfTotal,AutoReg3Lags,
